"Cell","Time","Daughter cell 1","Daughter cell 2","Division point 1","Division point 2","TimeHours1","TimeHours2","Lineage","DirectMother","OldestAncestor","TimeHours1_Birth","TimeHours2_Birth","Area_At_Division","Area_Daughter1_At_Division","Area_Daughter2_At_Division","Symmetry","DT_Used_To_Compute_Growth","karea","kmaj","kmin","theta","phi","aniso","kx","ky","Mean_Time_Division","Mean_Time_Birth","Cell_Cycle_Duration"
"Cell 476",3,477,478,597,598,47,71,130,NA,"Cell 476",NA,NA,162.3811,84.391799689396,77.989300310604,0.960571154039528,24,0.0413983878226692,0.0262405793425787,0.0149285834087366,264.72720793868,-0.000209069020833647,0.431087888196391,0.0151015456541983,0.0260676170971169,59,NA,NA
"Cell 477",4,496,497,616,617,71,96,130,"Cell 476","Cell 476",47,71,227.9284,78.7599889588514,149.168411041149,0.691094123934106,25,0.024618300900481,0.017710447371121,0.00676373420381007,260.365183466172,0.000111115415277795,0.618093543202125,0.00719623208306921,0.0172779494918619,83.5,59,24.5
"Cell 478",4,494,495,614,615,71,96,130,"Cell 476","Cell 476",47,71,210.6363,110.201426479096,100.434873520904,0.953633096678059,25,0.0348291740219163,0.024117536303144,0.00985397316901207,-84.9766573978309,0.00286256347798158,0.591418748368279,0.00989822876763135,0.0240732807045248,83.5,59,24.5
"Cell 479",4,490,491,606,607,71,96,128,"Cell 474","Cell 474",47,71,245.4851,109.496790922447,135.988309077553,0.892085026117243,25,0.0315579597237476,0.0250961951425663,0.00561285885728554,-82.8312103416279,0.00444074213466465,0.776346221991021,0.00578151923642791,0.0249275347634239,83.5,59,24.5
"Cell 480",4,488,489,613,612,71,96,128,"Cell 474","Cell 474",47,71,218.520399999999,86.2654881992768,132.254911800722,0.789541737972997,25,0.0343211599702342,0.0284722185732528,0.00552958053359107,-86.3231113280518,0.00296671280382107,0.805790317345146,0.00555340550995144,0.0284483935968924,83.5,59,24.5
"Cell 481",4,492,493,608,609,71,96,129,"Cell 475","Cell 475",47,71,324.703399999999,184.094265428863,140.609134571136,0.866077377515211,25,0.0284870177690129,0.024157146860498,0.00424403784153776,262.939993099298,-0.000764876464218092,0.82431543484642,0.00471962483069884,0.0236815598713369,83.5,59,24.5
"Cell 482",4,486,487,611,610,71,96,129,"Cell 475","Cell 475",47,71,194.588800000001,79.032485022119,115.556314977882,0.812302506846424,25,0.0348636681640384,0.0273979232772822,0.00666009144671214,266.087224246531,6.89692175599737e-05,0.756912544819244,0.0068677443298742,0.0271902703941202,83.5,59,24.5
"Cell 483",3,498,499,604,618,47,71,131,NA,"Cell 483",NA,NA,76.7045999999999,39.1043058823528,37.6002941176471,0.980392156862748,24,0.0419477404248701,0.030069717708518,0.0116406553598108,252.432798024157,-0.0058256992572396,0.612877797103053,0.0136734300798455,0.0280369429884834,59,NA,NA
"Cell 500",3,504,505,622,623,47,71,132,NA,"Cell 500",NA,NA,30.6054000000001,7.49186290917299,23.1135370908271,0.489577846339076,24,0.0603392727936846,0.0374230211929341,0.021988325209944,-8.77726104460985,-0.00112867818217166,0.412438533581151,0.0369000128049007,0.0225113335979774,59,NA,NA
"Cell 501",3,502,503,624,625,47,71,133,NA,"Cell 501",NA,NA,57.379,32.5230951156812,24.8559048843188,0.866376370599655,24,0.0491811819040516,0.0291418897869686,0.0199903435211957,26.0424147722922,-0.00446318121979194,0.31403407029098,0.0276026338083293,0.021529599499835,59,NA,NA
"Cell 503",4,506,507,626,627,71,96,133,"Cell 501","Cell 501",47,71,80.9186000000002,39.8638043173941,41.0547956826061,0.985281611827046,25,0.0246376587433432,0.0146215998457838,0.00992041501489412,-39.2223978331616,0.000213748119423837,0.321523286129686,0.0125938719565239,0.011948142904154,83.5,59,24.5
